id,tweet,label
1149,Auckland funerals tangihanga host 100 longer registered minhealthnz From midnight tonight rest New Zealand return Alert Level 1 Alert Level 1 Alert Level 0,real
1150,Countries exporting diagnostic instruments 2018,fake
1151,Some veterinary labs human meet demand 700k daily tests httpstcoOzLFSdl46j,real
1152,Only 56 deaths collapse economy thousands die daily tuberculosis hepatitis B diseases,fake
1153,concerned Western authoritarian cover outbreaks,fake
1154,PM told translate Quran realised protect korona 'sajtha' Allah mosque pray Masha llah,fake
1155,The total recoveries jumped 1378105 recovery 49769 patients 24 hours The average daily recovered (7 moving average) increased 26000 44000 2 httpstcoCMTV25ZvXq,real
1156,Some myth busters spraying alcohol chlorine body kill viruses drinking alcohol smoking eating garlic protect sesame oil kill A factcheck httpstcob3QfVre5Zs,fake
1157,Acc MoHFWINDIA prior exercising gymnasiums equipment cardio strength training advised check OxygenSaturation pulse oximeter &amp &lt95% allowed exercise httpstcoUBq3XrirZZ,real
1158,"The called ""plague"" 29 950680 died",fake
1159,CDCDirector Take personal responsibility slow spread COVIDStopsWithMe distance,real
1160,There 5 receiving level care Two Auckland City Hospital Middlemore Hospital Our total number confirmed 1280,real
1161,Abusedeterrent oxycontin solve opioid epidemic httpstcokWwzGpNmie,real
1162,FactChecking Has discovered httpstcoJPTkvwVyul,fake
1163,The figures Andhra Pradesh Karnataka stand 8772 7238 Tamil Nadu 6008 Uttar Pradesh posted recovery 4597 patients Details httpstco30Y9qOG9XJ StaySafe IndiaWillWin httpstcotYATx1NTH9,real
1164,Hospitalized patients undergo MRI httpstcooAAo4yBGr9,real
1165,California Florida Texas combined accounted 45% httpstcoOi172TYX0q,real
1166,Though rate declining capacity online number confirmed US continues bounce band 30k httpstcoN8PqTDxNny,real
1167,Scaling key Nigeria's response enabling timely &amp treatment Currently NCDCTeam supporting GovtOfImoState ongoing community 27 LGAs state TakeResponsibility httpstcoItAjz5mI5h,real
1168,Today ward Auckland City Hospital Two ICU North Shore Waikato hospitals We sending support aroha,real
1169,If plan rideshares taxis protect &amp ride Wear cloth face covering practice hand hygiene leaving vehicle AND arrive destination More tips httpstcoFol8D3LUMH httpstcoQ4jqPEESgh,real
1170,7 Indian states decrease active 24 hours List includes big names Delhi Maharashtra Hope httpstco3SpTtRIaN9,fake
1171,drharshvardhan MoHFWINDIA decided deploy high level Central teams States UttarPradesh Jharkhand Chhattisgarh,real
1172,A viral video claiming Myanmar resistance The narration Myanmar eat rice fish paste vegetables worry immune systems stronger west,fake
1173,Why SARS todays spreading httpstcoKexrtHwuE4,real
1174,Prisons release offenders early prevent Coronavirus spread US penal httpstcodAkVBwVuN5 prisoners,fake
1175,Institutes Higher Education Use CDCs tips maintaining healthy operations outbreak flexible work learning sites staggering schedules increasing routine cleaning disinfecting More tips httpstcoXxcTKkStg4 httpstcodvjTx1tbHx,real
1176,12 States UTs registered Recovery Rate national average 79% recovered 10 statesUTs Details httpstcogMuEql03G9 StaySafe IndiaWillWin httpstcoEzM8INijpO,real
1177,Videos pigs buried outbreak,fake
1178,Following national lead 13 StatesUTs higher number recoveries httpstcoFY9oRqmpef,real
1179,barely kills man pretty annoyed killed httpstcoY25ZGxX1h1 httpstcoOkothgOOWB,fake
1180,Doctors send crystal clear message prevention httpstcoc5jxs3lavy HansaBhargavaMD FutureDocs,real
1181,MrMBrown On cheap Bourbon gargle throat Best killers pure battery acid ),fake
1182,Prince Harry Ordered Home By Prince Charles Due To Coronavirus httpstcoSkvkt4naYp,fake
1183,Andrs Fabin Hurtado Mayor Ibagu city lost jobs,fake
1184,DavidJBier FTDan JGelatt Some I New York metro outbreak dominating numbers But I agree missing commercial I expected rate picked tests And happening alexismadrigal,real
1185,75% recovered StatesUTs Maharashtra Karnataka Andhra Pradesh Uttar Pradesh Tamil Nadu Odisha Delhi Kerala West Bengal Haryana Details httpstcoowWSJ7CLKv StaySafe IndiaWillWin httpstcoKicueFtdcY,real
1186,kmedved kenpomeroy Yeah analysis cumulative numbers hard national scale state caveats,real
1187,Mumbai West Bengal migrant train 10th May 2020,fake
1188,The Tests Per Million (TPM) stand 49948 httpstcoiq7T8gs6fP,real
1189,A video man claiming Tablighi Jamaat (a Muslim group) spitting police putting,fake
1190,Florida break record It shattered mark population New York peak hit 595 Today Florida 712 Arkansas entered 500+ tier FL AZ LA httpstcoKeQmHMA9as,real
1191,If flu shot 35 years,fake
1192,AIIMS released list respiratory Covid19 diseases,fake
1193,Both flu &amp spread Flu spread 1 spread 2 More similarities differences flu &amp httpstcoBX2qPbOYpu httpstcouAPZCsnTfS,real
1194,"NeoPineal ""We deniers"" Some deserve locked",fake
1195,As 23 July 2020 954 PM 431823 Gujarat GujaratCoronaUpdate Covid19 CoronaUpdates CoronavirusIndia COVIDUpdates httpstcoAJfsE685xB,real
1196,Joe Bidens claim response Trump prevented death experts We rated False httpstcomMeeJA9oJB,fake
1197,Even NY historical bump deaths high 2000,real
1198,An alleged audio Argentinian prisoner claims 1900 inmates released Devoto prison Monday,fake
1199,In Fox News Sunday interview President Trump We lowest mortality rates Chris Wallace factchecked real time Now We False httpstcou0lS18rda5,fake
1200,"""Eating salt frequently protects corona wearing mask""",fake
1201,Coronavirus discovery things httpstcodZgGbOCtWN,fake
1202,The latest updates minhealthnz There confirmed case New Zealand The case linked Rosewood cluster household contact earlier case httpstco7Fx9PUH1nf,real
1203,Yesterday laboratories completed 2476 tests 2022 swabs community 454 managed facilities That brings total number tests completed 465066,real
1204,Man Ordered Family Out On Military Manouevres httpstcoSk3glW7WhU kids military wargames,fake
1205,Sir Patrick Vallance told Downing Street briefing number doubling roughly httpstco5rAz2V6Coi,real
1206,Results genome Auckland investigation returned morning confirming case connected Auckland August cluster,real
1207,New study team published nature nresearchnews school closures Europe prevented 31 deaths covid19science httpstco1cEFRlqcUr,real
1208,Ellie Goulding doesnt understand F1 Couldnt drivers helmets time httpstcoeNLrxa6mNs,fake
1209,Our total number confirmed 1387 Our labs completed 7219 tests The total number tests completed 758027,real
1210,Graphics UNICEF branding inaccurate,fake
1211,In collaboration partners AntiracismCtr beta release race ethnicity data Racial Data Tracker httpstcohTyV0MA5tA,real
1212,Don't patients httpstcoFzqgCjWVgP,real
1213,Ministry AYUSH Govt suggested homeopathic medicine Arsenicum album30 role preventing Dr Anil Khurana Director GeneralCentral Council Research Homoeopathy Health PHDCCI MoHFWINDIA,fake
1214,Our daily published States 749k tests 44k 1129 deaths Virginia publish data time today's httpstco6hu1MJZf5C,real
1215,Our daily published Weve tracked ~45 tests 311k Major caveat California 163k tests clearing backlog Note track tests state reports For details httpstcoPZrmH4bl5Y,real
1216,India's cumulative tests crossed 43 crores (43324834) The States contributing maximum number tests include Tamil Nadu Uttar Pradesh &amp Maharashtra These States account 34% total httpstcoFt3k2qoE90,real
1217,Although risk indigenous peoples globally deeply concerned impact indigenous peoples Americas remains current epicenter pandemicDrTedros,real
1218,While farcical disinformation easily dismissed medical professions patients sucked httpstcosIo3fDstNr httpstcoEmpQD7QzCU,real
1219,The photo bedding food aid packages distributed,fake
1220,Active 22% total Recoveries 26 lakh Exceed Active 18 lakh StaySafe IndiaWillWin httpstcoFVN2HCQX9G,real
1221,TyTalksTV mmaniac90 alexismadrigal That's good catch Thank We'll correct work historical scrub We 2 screen grabs alexismadrigal,real
1222,A video purporting attack doctors avenged policemen,fake
1223,Two psychics book CIA predicted,fake
1224,CTO MD title created address httpstcopkAFLapIjY,real
1225,drharshvardhan For 6th consecutive number confirmed lower reco,real
1226,"A video policeman man wandering ""lockdown Italy""",fake
1227,Your risk increases closer longer interact Learn ways safely resume daily activities slow spread httpstcog9sT0JI4w5 httpstconhluRwemVP,real
1228,While reimbursement helping UK's leaders management crisis figure pales comparison 35bn paid error fraudsters httpstcoKQ9hHztz59,real
1229,According httpstcosspYAeiJD1 evening 73998 died United States Over previous 24 hours includes 2265 deaths,real
1230,Hydrogels genomemodifying mRNA vaccines' delivery Hydrogels connect internet,fake
1231,Coronavirus weekend safety briefing httpstcoQjO0Qv5eA1,fake
1232,Oxford safe induces strong immune response early trial httpstcoKtPy6fpItk,fake
1233,Everyone ensure mouth throat moist dry The advice attributed Japanese doctors treating reads sips water 15 minutes,fake
1234,Major highlights More 36 crore tests conducted Recovered patients 34 times active Recovery Rate crossed 75% Active 222% total Secretary MoHFWINDIA ICMRDELHI httpstcoiSHoCuJk6c,real
1235,There 5360 managed Our current effective capacity 7292 This excess capacity 1932 Over projecting 2606 arrivals 2810 departures facilities,real
1236,Deaths Covid increased Gujarat's Rajkot rise However exact number unclear City data 131 deaths crematoriums &amp burial grounds story ThePrint's soniyaagrawal21 &amp manishamondal25 httpstcohluxfwDF8U,fake
1237,Says photo South Carolina stayathome orders announced,fake
1238,People lying street,fake
1239,In April EUCommission &amp multiple partners launched Access Tools Accelerator catalyse development equitable access vaccines diagnostics &amp therapeuticsDrTedros,real
1240,Today NCDC daily press briefing Presidential Task Force Control led OfficialOSGFNG As 1st April 2020 151 confirmed COVID19Nigeria recorded discharged deaths httpstco8v2dGCgfmz,real
1241,Sookiecat12 The substance chlorine dioxide powerful bleach textile manufacturing The Grenons market miracle mineral solution MMS drunk dilution cure illnesses including Covid cancer HIVAids condition autism,fake
1242,This includes case involving worker Auckland facility,real
1243,We provide advice medicalgrade sourced NZ Tracer recorded 641400 registered users There 86224 posters created 1987955 poster scans There 65803 manual entries recorded app,real
1244,Multiple Facebook posts shared hundreds times claim Bill Gates ultimate goal microchip [COVID19] create virtual IDs The posts claim billionaire philanthropist New Zealand May June 2020 trial,fake
1245,Facebook posts shared thousands times accuse lining streets body bags bid fool fake,fake
1246,The total number deaths decreased,fake
1247,Mass disinfection chemical solution eradicate,fake
1248,Only 20k 24 states 300 New York New Jersey 102k combined ~1k positives On spectrum Arizona ~10k confirmed 1438 httpstcoq7b8gj50V2,real
1249,There 54 linked community cluster remain Auckland facility includes 22 household contacts,real
1250,While tests produce falsepositive rare Experts concerned falsenegatives httpstcouAsGDNxRw4,fake
1251,We number Texas1826in state's growing numbers Arizona remains trouble spot Alabama experiencing increase began hospitalization httpstcoGtgfKkinE8,real
1252,A leading model upped predicted death toll time projecting 74000 Americans lose lives,real
1253,Sadly North Shore Hospitals general ward ICU Waikato Hospital We fast recovery,real
1254,Worlds Putin's daughter RussianVaccine,fake
1255,Helping patients postCOVID postintensive care syndrome httpstcoAywz9KnF8A httpstcoK2x77rklkO,real
1256,A natural remedy kills Start pot boiling water stove Cut peels oranges lemons choice Add sea salt pot boiling water Add orange lemon peels pot boiling hot water Boil high minutes When water ingredients pot brought boil turn heat face pot breathe steam Do 15 minutes stand,fake
1257,classifies red zone classifies green area,fake
1258,manufactured,fake
1259,"Bill & Melinda Gates Foundation building ""Center Global Human Population Reduction""",fake
1260,States 26k higher daily number midMay httpstcoYRp8N9lSBR,real
1261,"Health Secretary Matt Hancock admitted ""challenges"" ""sharp rise"" demand More story httpstcoqOGlv74NgA httpstcogQCHeFwM3U",real
1262,Bloggers Vatican reports Pope Francis,fake
1263,Everyone expected effort diseaseDrMikeRyan httpstcoYbL23oFMdH,real
1264,"Post ""sanitizer coronavirus""",fake
1265,factchecknet Just wash hands fight scrub chats infodemic Here,fake
1266,UN secretarygeneral announcement trials Africa,fake
1267,WEEKLY UPDATE Coronavirus Shortterm forecasts deaths multiple countries Read httpstcozXujZqYED6 sangeeta0312 PNouvellet krisparag1 neilferguson httpstcolrcZqRsWys,real
1268,Statewise details Total Confirmed cases(till 10 September 2020 0800 AM) States 110000 confirmed States 10001100000 confirmed States 100000+ confirmed Total confirmed httpstco533P0V86lE,real
1269,Twelve Florida Marlin Players Are Stricken With The Coronapalooza Virus httpstcoT8jMIWM8Lb baseball floridamarlins,fake
1270,Man weeklong media break wonders awesome buffet httpstcooYh9IPeDIq SocialDistancing httpstco5U8aoFz3vK,fake
1271,scales peak Single Recoveries 87472 active recovered discharged 24 hours consistently high level daily recoveries 70000 11 httpstcoJXGskbPE5O,real
1272,Kennedy Center PBS donated Democrats stimulus money,fake
1273,Other complaints relate maintaining proper retail The gatherings lower previous weekends &amp focus remains education encouragement engagement A total 30 breaches 29 warnings 1 prosecution,real
1274,Half demanding investigation Bill Gates charging crimes humanity An investigation White House,fake
1275,As 45% realize httpstcoG1fzQBwm1q,real
1276,We resource followers project knowledge base SARSCoV2 antibody httpstcoA9LWKoyEcb Thanks friends airtable free Pro plan Your product indispensable building knowledge base,real
1277,BREAKING The R number rate risen 11 14 UK EdConwaySky helps explain tighter restrictions country More httpstcoNHbFFXh8jj httpstcoNMtV1aNUEb,real
1278,"The Business brothers Kolar sold land 25lak feed Poor's 19 Crisis Elected RepresentativesMPMLAMLCsSimply ""Our Servants"" (because 15lacm tax) Spent Hard money PMOIndia NITIAayog Bring Ordinance 2 httpstcof9hTp1k8GW",fake
1279,CDCDirector Flu result complications However additional complications blood,real
1280,As ICMRDELHI recommended rely numerical Ct values determining infectiousness patients deciding patient management protocols httpstcoo61SDKSKpg COVID19India CoronavirusIndia httpstcoGzEg37DtmU,real
1281,"Are kids ""17 times"" suffer flu Its conclusive DanForestNC incorrectly ""ill effects"" deaths His claim downplays risks focusing death httpstcoMIcw4tRvY7 PolitiFactNC",fake
1282,Various studies postrecovery process published working study assess recovered Currently 9 Govt hospitals working check longterm complications recovering httpstcoGWsFI6y6Sj,real
1283,gas This happened tonight streets Rome thousands birds lying,fake
1284,Great Idea Mass Steam Inhalation PMOIndia rashtrapatibhvn narendramodi vijayrupanibjp AmitShah Gujarat gujarati corona httpstcoY5W5praRrM,fake
1285,Photo Muslims Tamil Nadu state floating Ramzan offer night prayers,fake
1286,Tracker (As 06 September 2020 0800 AM) Confirmed 4113811 Recovered 3180865 (773%) Active 862320 (210%) Deaths 70626 (17%) IndiaWillWin StaySafe Via MoHFWINDIA httpstcoRkZ1YNKzkL,real
1287,"A picture states wearing protective ""slow inescapable suicide"" leads consuming dangerous carbon dioxide",fake
1288,At rate slated overtake USA,real
1289,People starting enter ERs fungal lung wearing Take breaks,fake
1290,In consecutive reports 50000 confirmed case tally 163 lakh Directorate General Civil Aviation extends suspension commercial international flights till 31 August CoronavirusFacts httpstcoQxgoQu2OOJ,fake
1291,Tasuku Honjo Japanese Nobel Laureate medicine claiming Chinesemade,fake
1292,status ICMRDELHI stated 60565728 samples upto September 16 2020 1136613 sample September 16 2020 StaySafe IndiaWillWin httpstcooUcwFRtz6T,real
1293,Half workforce country idled,fake
1294,A student Pondicherry University remedy accepted World Health Organization (WHO),fake
1295,Minister Railway ShkhRasheed close 12 trains dont money refund passengers bought tickets advance In view money shouldnt preference lives request review decision CoronaInPakistan,fake
1296,Dr Bloomfield encourages respiratory seek advice early Healthline GPs Testing free Even favourable position NZ 12 afford guard Play safe kind,real
1297,In 3 Vaccine clinical trials underway The Oxford UniversityAstraZeneca collaboration Serum Institute (SII) undergoing Phase III clinical trials Britain South Africa &amp Remaining indigenous (12) httpstcosnTFfsH2hT,real
1298,Trump hundreds governors calling him& 50,fake
1299,SpokespersonCHN When Wuhan issued confirmed case US When Us banned flights The number 8 Even exporting covering truth httpstcovJ1Sa7CwUm,fake
1300,Statewise details Total Confirmed (till 18 September 2020 8 AM) States 120000 confirmed States 20001120000 confirmed States 120000+ confirmed Total confirmed StaySafe httpstcoEPYaByxRjs,real
1301,Community mitigation actions push peak lower interventions Learn httpstcoIbFMdnH3HI 2 2 httpstcolPbX5G0yXk,real
1302,HCPs Attend COCA Tuesday Sept 15 2pm ET Zoom Topic Telehealth &amp Health Equity Considerations Addressing Health Disparities Pandemic Learn httpstcoljFKDIdLek httpstcocyQCutyV64,real
1303,One time Our daily Weve tracked 236 tests ~163k Note track tests state reports And states tests For details httpstcoPZrmH4bl5Y httpstcoNVTIiufX5E,real
1304,The firm's founder told Sky News provide capacity UK httpstcoBU1m7fbtjG,real
1305,Yesterday DG ChikweI joined colleagues DFIDNigeria visit Central Public Health Laboratory Yaba Lagos We grateful DFIDNigeria's donation PCR equipment lab 38 Molecular Laboratory Network TakeResponsibility httpstco7t8qUQvSvY,real
1306,"The Gates Foundation ""tested polio vax 2000 & 2017 paralysed 496000 children""",fake
1307,Inhaling steam orange peels sea salt kill,fake
1308,tests highest single tests 733449 Cumulative tests increased 26 crore Tests Per Million jumped 18852,real
1309,Nearly 57% 5 States They contributed 58% recovered IndiaWillWin ICMRDELHI httpstcoJB4GyMOVbw,real
1310,Physical key break chain transmission Always safe distance BadalkarApnaVyavaharKareinCoronaParVaar TogetherAgainstCovid19 httpstcoOlNcDUxtNr,real
1311,Coronavirus Prince Hotel Mehdipatnam worker inside food cooked samples Virus,fake
1312,In instance prior leaving managed facility The Ministry Health place number actions arriving New Zealand pose risk,real
1313,The latest COVIDView declining percentage nationally increased This national increase percentage midJuly httpstcozP4VYlo0Pb httpstcoKTva6L0mK7,real
1314,Ensure wash hands soap &amp running water place worship TakeResponsibility reduce risk spread Wearing face Observing physical distance Coughingsneezing elbow Avoiding hugs handshakes httpstcooaHMV6PM4G,real
1315,NEWS Government pledges continue defeat httpstcovAvG9TRYnP httpstcoNg8uaneNQo,fake
1316,59 hand sanitizers toxic safely httpstcoNIWDvO6aRd WebMD,real
1317,A video US President Trump psychic White House pray cease,fake
1318,scaled peak More 12 lakh samples 24 hours Cumulative tests country crossed landmark figure 6 crore httpstcoEk5CKm2Lu7,real
1319,Famous Kaanipakam temple converted quartaine centre And Audio responsible mentions decision collectorThe worst Muslims ROMING freely chappal inside templeWill Muslims roam inside masjid chappal shoes Is chitoor short Masjids What Happened Inspection Bangalow Travellers BANGALOW LODGES ETCWhat,fake
1320,We'd draw attention cluster southern states undertested rising case loads percapita basis Alabama Arkansas Mississippi httpstco7yChSLGK6x,real
1321,Man Dismayed To Find His Health Insurance Doesn't Cover Him For Coronavirus httpstcoXyTLUlsU8r china insurance,fake
1322,Poledance strip club controversy rocks US Mr Fauci cautioning httpstcoVkC7RvyZNl donaldtrump covid19 lapdance,fake
1323,221 COVID19Nigeria Plateau60 FCT33 Kaduna26 Rivers18 Lagos17 Enugu9 Kwara9 Ondo9 Nasarawa6 Gombe5 Anambra5 Delta4 Abia4 Imo3 Edo2 Ogun2 Oyo2 Osun2 Bauchi1 Kano1 53021 confirmed 40281 discharged 1010 deaths httpstcoIkkSXjy6GL,real
1324,"During Fox News town hall President Trump ""had worst theyve 67 years"" We rated claim Mostly False httpstcoIGmacydYDV httpstconi2bSSQ3jG",fake
1325,Just 10 large states 116k tests httpstcoAmrfHeprqe,real
1326,PIBIndia CoronaWatch 3106348 total confirmed 2338035 curedrecovered 35902137 samples Here's,real
1327,"In metrics ""probable"" complex data points We close numbers turned interesting details httpstcovlTWx0a8b3",real
1328,Update minhealthnz There 1 case managed NZ This woman 60s arrived NZ 18th June Air repatriation flight She Jet Park facility Auckland httpstcoFEn8SSIdHP,real
1329,status ICMRDELHI stated 64392594 samples upto September 20 2020 731534 sample September 20 2020 StaySafe IndiaWillWin httpstcoKsq8BhBpYL,real
1330,Trump's intervention American military justice pardon service members accused convicted war crimes betrays rule law values country exceptional &amp men women wear uniform honorably He fit command troops,fake
1331,Dr Li Wenliang (the Chinese whistleblower doctor) proposed drinking tea cure,fake
1332,Since asked letting I recommending Checkovir I life saver allergic rainy season Was I logical reduce probability corona antiviral layer httpstco2kRdHFwlOL,fake
1333,How feel WhatsApp forward chilling details Do feel curious check truth forward Verify forwarding sender MainBhiNewschecker CoronavirusFacts httpstcoA8J4N0zexf,fake
1334,anticoronavirus serum presented Beijing Egyptian Minister Health,fake
1335,ICMR launches highend facility ICMRNICED Kolkata This lab 3k samples diseases HIV Hepatitis Dengue MamataOfficial drharshvardhan AshwiniKChoubey ICMRFightsCOVID19 httpstcomGjrSiQkW1,real
1336,"""Slices lemon cup hot water save life The hot lemon kill proliferation of""",fake
1337,Italian priest died refusing respirator sacrificed younger,fake
1338,US hospitals preparing 96 half deaths leaked documents reveal,fake
1339,(14) forefront pioneering platforms ramping countrys capacity Covid19 We crossed crore mark conducting tests detection Covid19 average 10 lakh samples,real
1340,248 81Lagos 35Jigawa 26Borno 26Kano 20Bauchi 13FCT 12Edo 10Sokoto 7Zamfara 4Kwara 4Kebbi 2Gombe 2Taraba 2Ogun 2Ekiti 1Osun 1Bayelsa 4399 Discharged 778 Deaths 143 httpstcoEXkXbq690g,real
1341,Says Joe Biden Gretchen Whitmer maskless Detroit Athletic Club OUR children mandated wear playing outdoor sports,fake
1342,In Hong Kong destroyed 5G pole,fake
1343,There Beijing The epidemic create problems Chinese economy This proves biological weapon Chinese destroy,fake
1344,New Data Recent trends percentage ages 1822 years increased US Midwest South Northeast For latest demographic data visit CDCs Data Tracker httpstcoMLJ56QCW37 httpstcox4y5rQi8zn,real
1345,AgniChirag kuchh ki naukri chheeni aur kuchh ka dimaag httpstcoVi2DFCXRr2,fake
1346,MoHFWINDIA More 23600 patients cured 24 hours httpstcoCOSVAQXYtK P,real
1347,&amp partners working coordinate genomic sequencing This experts monitor support contact tracing advance &amp aid diagnostics &amp therapeutics See httpstcoXNmx3djqhr httpstcovV3FszK0JN,real
1348,There remains receiving hospitallevel care Middlemore ICU Yesterday laboratories completed 3302 tests bringing total number tests completed 259152,real
1349,Purdue Pharma Recommends Oxycontin Treating Coronavirus SelfQuarantine Symptoms httpstcoeOSzd4xOsB bigpharma covid19 opioid,fake
1350,The lack US national disgrace httpstcokD9cEFtAUR,fake
1351,Two states hospitalization numbers Minnesota North Carolina httpstcoD33yN9otXN,real
1352,Participants trained Biosafety Audit Strengthening Laboratory Biosafety Program (SLBP) checklist &amp mitigation risk assessment lab workflow proper PPE good microbiological practice proper biosafety cabinet decontamination &amp waste management httpstcoqH2Rk8Us5f,real
1353,States 23k numbers There special circumstances Here's list 12 states 600 httpstcoYDHLik8qqJ,real
1354,Our daily published Weve tracked 235 tests 485k Note track tests state reports For details httpstcoPZrmH4bl5Y httpstcomA70UVXTCG,real
1355,In case reinfection However COVID19Outbreak continues evolve learning Covid19 CoronaUpdates CoronavirusPandemic,real
1356,There unknowns current data working resolve We state issues,real
1357,Kroger Corporate employees wear flag wear BLM,fake
1358,The daily death toll ~1800 Friday httpstcoa58HnVc9PC,real
1359,34 Members Vogelcheck Family Come Down With Coronavirus After Holiday Event httpstcoxWwEQACF4t,fake
1360,"Mayor Greater Manchester Andy Burnham ""turn taps"" furlough scheme October 10pm curfew announced pubs restaurants KayBurley httpstcoI0Ya5YFTvZ httpstcobBb2feMKq3",real
1361,Getting takeout slowing spread Order &amp pay online phone accept takeout inperson contact stay 6 feet &amp wash hands soap &amp water bringing food httpstcoqOJIH3XUI5 httpstcoN5lkYAlGza,real
1362,An alleged bot Twitter controlled wing uncovered mistake,fake
1363,The odds developing severe 7 times higher patients obesityDrTedros httpstcoQJaLoPtuL7,real
1364,Covid rashes responsible hate Covid19 skin rash website criticised lack BAME examples httpstcocoAvzb2SmG,fake
1365,Trump stopped Pants Fire httpstcoWUKAZK9aLe KHNews,fake
1366,Photo Bill Clinton wearing John Lewis funeral,fake
1367,All elective nonemergency surgeries banned prioritize treatments prevent spread,fake
1368,All lives matter Black White Brown Muslim Dalit Rich Poor Animals RIPHumanity Surely humans havent learnt lesson covid19 Nature revenge Karma strike httpstcoSYwIyrLIJr,fake
1369,Man Decides Yoga Is Not For Him httpstcoDQAW9sIltR yoga,fake
1370,CoronaCheck Liberal politicians SenSHenderson TimSmithMP linked Vic's surge Black Live Matters protests Melb But Vic's Chief Health Officer linked family gatherings Here facts httpstcox7dXUHRUcD httpstcovAoWQsQOOe,fake
1371,Fennel tea cure,fake
1372,President Trump's Facemask Speaks Out httpstcoIxOXzQzRsm donaldtrump covid19 facemasks,fake
1373,10 StatesUTs account 83% deaths 24 hours 1129 deaths registered 24 hours Maharashtra 479 deaths Uttar Pradesh Punjab 87 64 deaths httpstcoYDYHiQcySI,real
1374,The recommends wear,fake
1375,A couple states midwest changed topline numbers Minnesota changed total tests That led jump data 45k+ tests Michigan probable total adding 5k,real
1376,Is New Modas operandi Currency notes lying unclaimed road triggered panic Hira Nagar area Indore city emerged prime Covid19India hotspots country,fake
1377,Texas changed method counting deaths Hurricane Hanna hit state This caused backlog influenced large number deaths (313) httpstcowsM9O4LUZO,real
1378,NewMom Breastfeeding benefits &amp baby including protecting baby illnesses &amp providing nutrition You breastfeed spread breast milk More httpstcoWVaCE5JslQ httpstco5ufVepxKyZ,real
1379,Our daily published Weve tracked ~35 tests 140k April average Note track tests state reports And states tests For details httpstcoPZrmH4bl5Y,real
1380,Coronavirus The ramped stuttering httpstcosLzUJ1gZtl,real
1381,A video clip leading opposition politician viewed thousands times multiple Facebook Twitter posts alongside claim making confusing remark Indias classifying regional levels,fake
1382,A list purported safety shared multiple Facebook Instagram posts claim issued Indian Council Medical Research (ICMR) Indias leading,fake
1383,Sometimes longer 96 hours sample transport &amp logistics While work hard reduce time sample collection &amp result notification preventive measures Selfisolation httpstcompzeLuSwx5 httpstcoXXKul94we2,real
1384,sets record 9 lakh tests httpstcog26yaSmwVh PMOIndia drharshvardhan AshwiniKChoubey PIBIndia DDNewslive airnewsalerts ICMRDELHI mygovindia COVIDNewsByMIB CovidIndiaSeva,real
1385,A video man rescued alive inside tomb The caption states buried alive declared dead,fake
1386,"Publications claim Brazilian deputy uncovered ""the great farce sick deceased COVID19"" discovering field",fake
1387,Some myth busters spraying alcohol chlorine body kill viruses drinking alcohol smoking eating garlic protect sesame oil kill A factcheck httpstcob3QfVqWv7U,fake
1388,The isnt Lysol listed viruses kills,fake
1389,Our total number confirmed 1220 number World Health Organization There New Zealand receiving hospitallevel care,real
1390,60% total States These States maximum recoveries 24 hours httpstcobXnTAadYCf,real
1391,The UK 4368 3899 Sunday Read latest httpstcou5VEtETHMc httpstcoUsv655zfhR,real
1392,Some big numbers 312 4pm Thanks NYGovCuomo total New York 2314 328 positives Washington updated They've 4807 426 positives httpstcoiERV2wLMmu,real
1393,Means 'Certificate Identification Vaccination With Artificial Intelligence',fake
1394,Don't fall hoaxes race religion IFCN fact checkers httpstcoe3BeSaj5Dc factchecknet CoronaVirusFacts DatosCoronaVirus,fake
1395,Prone positioning severe potential benefits harms httpstcoYd4BKhVT9M,real
1396,India's Cases population lowest stands 4031 3965 Secretary MoHFWINDIA StaySafe IndiaWillWin ICMRDELHI httpstcoAYcFK2UHhE,real
1397,Our daily published Weve tracked 271 tests 518k keeping average 500k For details httpstcoPZrmH4bl5Y httpstcoEbJqDS4bJ9,real
1398,A viral image hints flu counted 24500 deaths flu years ago,fake
1399,Coronavirus patient bites doctor's jugular USA,fake
1400,Says Gov Tony Evers pushing firearm confiscation orders,fake
1401,defeated,fake
1402,Bill Gates creating geolocate population,fake
1403,"1980's Rock Group ""The Knack"" Make Come Back Remake My Sharona My httpstcoxkDHjLxLdm songs theknack",fake
1404,Models projecting deaths talking mitigation,fake
1405,Pediatric rate reminder address inequities httpstcouAYtTd4GgQ,real
1406,There 161 linked community cluster transferred Auckland Quarantine facility includes 88 household contacts,real
1407,Mosquito bites fast track transmission,fake
1408,A 366 spoken referred There 367 repeatedly contact including text phone calls,real
1409,US shutdown internet spread Online Coronavirus httpstcotwJ6limxCu donaldtrump internet,fake
1410,HSELive Know answer Vitamin D supplementation Extensive clinical evidence sufficient Vitamin D reduces severity Covid19 Hospital protocol Covid19 treat Vit D deficiency Chronic Vit D deficiency action,fake
1411,DID YOU KNOW COVID19Nigeria data 64 years 23 times die younger TakeResponsibility protect Observe physical Wear face Wash hands frequently httpstcotZWf5ZaO6z,real
1412,Update There Two community linked Auckland August cluster imported detected managed facilities,real
1413,MMS essential oils cures,fake
